id,cover,genres,name,platforms,summary,url,first_release_date,involved_companies
350392,"{'id': 467132, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coa0fw.jpg'}","[{'id': 5, 'name': 'Shooter'}]",Rival Species,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","In the far distant future of the 40th millennium behind the stars there is only war. Enter the universe of WARHAMMER 40,000 and play a mighty warrior for one out of an ever growing list of rival species. A large PvP team multiplayer mod for Half-Life that plays similary to Battlefield/Battlefront, based on the Game's Workshop property. Eventually Exterminatus, A sequel for the Source Engine would be made",https://www.igdb.com/games/rival-species,,
119985,"{'id': 278803, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co5z4j.jpg'}","[{'id': 13, 'name': 'Simulator'}, {'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}, {'id': 34, 'name': 'Visual Novel'}]",Welcome to... Chichester 2: Part II - No Regrets For the Future,"[{'id': 3, 'name': 'Linux'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 14, 'name': 'Mac'}]","Taking place on the second day of your holiday, you start reminiscing with Grendel Jinx about how you two first met. Inevitably, the discussion turns to a dark period in both your lives when tragedy and revenge nearly destroy your ""friendship"" with each other.",https://www.igdb.com/games/welcome-to-dot-dot-dot-chichester-2-part-ii-no-regrets-for-the-future,1592956800.0,"[{'id': 119707, 'company': {'id': 28632, 'name': 'Triority Interactive Novels'}}]"
339266,"{'id': 458426, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co9tq2.jpg'}",,Power Guy World,"[{'id': 19, 'name': 'Super Nintendo Entertainment System'}]","Power Guy World is a 30 exit SMW romhack created by LucasMegaStriker as a tribute to the Vtuber ""Power Guy"".",https://www.igdb.com/games/power-guy-world,1692057600.0,
204348,"{'id': 390286, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co8d5a.jpg'}","[{'id': 13, 'name': 'Simulator'}, {'id': 14, 'name': 'Sport'}, {'id': 32, 'name': 'Indie'}]",What the Bat?,"[{'id': 386, 'name': 'Meta Quest 2'}, {'id': 390, 'name': 'PlayStation VR2'}, {'id': 163, 'name': 'SteamVR'}, {'id': 384, 'name': 'Oculus Quest'}]","You have baseball bats for hands - now go! In this surprising VR comedy, you play through a series of silly physical mini-games that make you laugh, cry and even pet nice animals.",https://www.igdb.com/games/what-the-bat,1668643200.0,"[{'id': 345556, 'company': {'id': 16312, 'name': 'Triband'}}]"
63844,"{'id': 120345, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co2kux.jpg'}","[{'id': 14, 'name': 'Sport'}]",Ace wo Nerae!,"[{'id': 58, 'name': 'Super Famicom'}]",A tennis game for the Super Famicom based on the 1970s manga and anime of the same name.,https://www.igdb.com/games/ace-wo-nerae,756518400.0,"[{'id': 113526, 'company': {'id': 30131, 'name': 'Nippon Telenet'}}]"
371149,,,The Deal,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",A Doom II WAD.,https://www.igdb.com/games/the-deal--2,,"[{'id': 350888, 'company': {'id': 69764, 'name': 'DualFanGames'}}]"
330684,"{'id': 437074, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co9d8y.jpg'}","[{'id': 10, 'name': 'Racing'}, {'id': 33, 'name': 'Arcade'}]",Nightmare Kart: The Old Karts,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","An upcoming free expansion to Nightmare Kart with a brand new mini-campaign, racers, karts, tracks, power-ups, and game modes.",https://www.igdb.com/games/nightmare-kart-the-old-karts,,"[{'id': 306710, 'company': {'id': 34952, 'name': 'LWMedia'}}]"
278175,"{'id': 375589, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co81t1.jpg'}","[{'id': 32, 'name': 'Indie'}]",100 Kills Challenge,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","""100 Kills Challenge"" is an intense and fast-paced first-person tactical shooting game. The only goal in the game is to kill 100 enemies as much as possible within the specified time to win.",https://www.igdb.com/games/100-kills-challenge,1713139200.0,
233359,"{'id': 284263, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co63c7.jpg'}","[{'id': 8, 'name': 'Platform'}, {'id': 31, 'name': 'Adventure'}, {'id': 33, 'name': 'Arcade'}]",Montezuma's Revenge,"[{'id': 34, 'name': 'Android'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 39, 'name': 'iOS'}, {'id': 14, 'name': 'Mac'}]","This is the official version of the 80's classic game Montezuma's Revenge rebooted by the original developer. It's the classic puzzle solving action adventure platformer you loved in your youth.

Unlike the switch port, this port adds a ""Modern Mode"" visuals.",https://www.igdb.com/games/montezumas-revenge--2,1334102400.0,"[{'id': 244078, 'company': {'id': 1740, 'name': 'Parker Brothers'}}, {'id': 274754, 'company': {'id': 31739, 'name': 'Normal Distribution LLC'}}, {'id': 274755, 'company': {'id': 31739, 'name': 'Normal Distribution LLC'}}]"
120563,"{'id': 82440, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co1rm0.jpg'}","[{'id': 9, 'name': 'Puzzle'}, {'id': 32, 'name': 'Indie'}]",Yokai Dungeon,"[{'id': 34, 'name': 'Android'}, {'id': 39, 'name': 'iOS'}]","Yokai have just interrupted the lantern festival, it's up to Tanuki and his friends to save the day. Push blocks to crush the pesky yokai, explore randomly generated dungeons, and dive into beatiful Japanese folklore.",https://www.igdb.com/games/yokai-dungeon,1565222400.0,"[{'id': 81662, 'company': {'id': 15274, 'name': 'Neutronized'}}]"
367989,"{'id': 489122, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coaheq.jpg'}","[{'id': 32, 'name': 'Indie'}]",Electro Havoc,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Electro Havoc: A retro twin-stick shooter set in a neon-charged battleground where you'll face waves of geometric foes. Lure more enemies into debris fields to trigger chain reactions, and grab power-ups to boost your multipliers.",https://www.igdb.com/games/electro-havoc,1745020800.0,
372515,"{'id': 502167, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coarh3.jpg'}","[{'id': 13, 'name': 'Simulator'}]",Nautic XP,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Nautic XP. The ultimate ship simulation! Navigate realistic sceneries with advanced physics, real seamarks, and dynamic weather. Various ships with detailed systems. Realistic navigation & AI ship traffic. Challenging missions: rescue, transport & towing. Set sail now!",https://www.igdb.com/games/nautic-xp,1761955200.0,
373216,"{'id': 502197, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coarhx.jpg'}","[{'id': 31, 'name': 'Adventure'}]",Echoes in the Storm,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",Investigate a series of brutal crimes in a remote Arctic town in this psychological horror experience steeped in oppressive atmosphere. Step into the shoes of Detective James Northland and face the terrifying beast threatening to shatter your sanity in this chilling tale of mystery.,https://www.igdb.com/games/echoes-in-the-storm,1761177600.0,"[{'id': 355631, 'company': {'id': 70841, 'name': 'Dead Blue Screen'}}]"
86151,"{'id': 103281, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co27ox.jpg'}","[{'id': 8, 'name': 'Platform'}, {'id': 12, 'name': 'Role-playing (RPG)'}, {'id': 31, 'name': 'Adventure'}, {'id': 33, 'name': 'Arcade'}]",Hotel Transylvania 3: Monsters Overboard,"[{'id': 48, 'name': 'PlayStation 4'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 49, 'name': 'Xbox One'}, {'id': 130, 'name': 'Nintendo Switch'}]","Dracula, Mavis and their monster friends are marooned on the mysterious Lost Islands – and only you, in command of lovable little creatures, the Impa, can save them! Explore the islands, discover new Impa abilities, and rescue Frankenstein, Murray and Wayne from fearsome enemies. But hurry – the Drac-Pack’s lives are at stake!",https://www.igdb.com/games/hotel-transylvania-3-monsters-overboard,1531180800.0,"[{'id': 66074, 'company': {'id': 13848, 'name': 'Outright Games'}}, {'id': 128345, 'company': {'id': 690, 'name': 'Torus Games'}}]"
376287,"{'id': 503991, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coasvr.jpg'}",,Way of the Hunter: Christensen Arms Pack,"[{'id': 169, 'name': 'Xbox Series X|S'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 167, 'name': 'PlayStation 5'}]",Way of the Hunter has partnered with Christensen Arms to bring you two iconic hunting rifles.,https://www.igdb.com/games/way-of-the-hunter-christensen-arms-pack,1761004800.0,"[{'id': 357301, 'company': {'id': 42666, 'name': 'Nine Rocks Games'}}, {'id': 357302, 'company': {'id': 10075, 'name': 'THQ Nordic'}}]"
194844,"{'id': 213990, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co4l46.jpg'}","[{'id': 9, 'name': 'Puzzle'}]",Chowder: Rump-A-Thump,"[{'id': 82, 'name': 'Web browser'}]","Chowder is helping Mung Daal with three different items, thumpster,cutterfly,and spinzle with his rump(end). There are different foods for you to get for the orders. There are lots of hazards for you to dodge,avoid,and keep away.",https://www.igdb.com/games/chowder-rump-a-thump,1356912000.0,"[{'id': 166413, 'company': {'id': 8278, 'name': 'Cartoon Network Games'}}]"
340494,"{'id': 451910, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co9op2.jpg'}","[{'id': 15, 'name': 'Strategy'}]",Hunter Hitman,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 14, 'name': 'Mac'}]",Hunt or be hunted. Execute stealth kills and survive in this action-packed assassin game.,https://www.igdb.com/games/hunter-hitman--1,1735776000.0,
274434,"{'id': 343685, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co7d6t.jpg'}",,Merge Games Horror Bundle,"[{'id': 169, 'name': 'Xbox Series X|S'}, {'id': 49, 'name': 'Xbox One'}]","What do dark Nordic fables, intergalactic cruises and Lovecraftian gore all have in common? Gruesome, gory and ghoulish monsters! Dive into the horror-themed worlds of Bramble: The Mountain King, Morbid: The Seven Acolytes and Slaycation Paradise - if you dare!",https://www.igdb.com/games/merge-games-horror-bundle,1698364800.0,
130742,"{'id': 127228, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co2q64.jpg'}",,Flashy Maze,,,https://www.igdb.com/games/flashy-maze,,
94975,,,Wubble Bubbles,,,https://www.igdb.com/games/wubble-bubbles,,
147658,"{'id': 174095, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co3qbz.jpg'}","[{'id': 9, 'name': 'Puzzle'}, {'id': 12, 'name': 'Role-playing (RPG)'}, {'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",Escape 2088,"[{'id': 48, 'name': 'PlayStation 4'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 49, 'name': 'Xbox One'}, {'id': 130, 'name': 'Nintendo Switch'}]","Escape2088 is an old-school point & click escape room game with modern 3D graphics! Explore a futuristic environment and use your problem-solving skills to set yourself free! Careful observation of the surroundings will help you discover hidden clues, solve logic puzzles and escape in time!",https://www.igdb.com/games/escape-2088,1603238400.0,"[{'id': 133801, 'company': {'id': 24577, 'name': 'OnSkull Games'}}]"
325939,"{'id': 427571, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co95wz.jpg'}","[{'id': 13, 'name': 'Simulator'}]","DCS World: NS 430 Navigation System for SA342 Gazelle by Eagle Dynamics, Polychop Simulations","[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",The NS 430 for the SA342 Gazelle module integrates the NS 430 panel directly into the SA342 Gazelle cockpit (not as a pop-up display).,https://www.igdb.com/games/dcs-world-ns-430-navigation-system-for-sa342-gazelle-by-eagle-dynamics-polychop-simulations,1643155200.0,"[{'id': 299776, 'company': {'id': 530, 'name': 'Eagle Dynamics'}}]"
363948,"{'id': 483335, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coacxz.jpg'}","[{'id': 32, 'name': 'Indie'}]",SushiCat: Bento,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Sushi, cats, and endless combos! Dive into a unique blend of roguelike deckbuilding and strategic tile placement! Fresh, fun, and oh-so-tasty – SushiCat: Bento is here!",https://www.igdb.com/games/sushicat-bento,,"[{'id': 340919, 'company': {'id': 67795, 'name': 'Titang Studio'}}]"
127869,"{'id': 186182, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co3znq.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}, {'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]","Fight,to the last","[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","This is a 2D dungeon rogue shooting game. Players can kill enemies to stick a variety of dropped weapons, free combination, through a variety of different combinations to define their own attack mode.",https://www.igdb.com/games/fight-to-the-last,1579392000.0,
260316,"{'id': 328181, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co7185.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}, {'id': 15, 'name': 'Strategy'}]",Banners of Ruin: Iris,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Summon spirits that augment your party with the haunted fox, Iris!",https://www.igdb.com/games/banners-of-ruin-iris,1693526400.0,
371216,"{'id': 494787, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coals3.jpg'}","[{'id': 13, 'name': 'Simulator'}, {'id': 14, 'name': 'Sport'}, {'id': 15, 'name': 'Strategy'}]",Football Manager Touch 2016,"[{'id': 3, 'name': 'Linux'}, {'id': 34, 'name': 'Android'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 39, 'name': 'iOS'}, {'id': 14, 'name': 'Mac'}]","Football Manager Touch 2016 is a streamlined football management simulation designed for faster play on tablets and computers. It features over 130 real leagues, cross-save compatibility between devices, and the series’ 3D match engine. New additions include Create-a-Club mode, Prozone match analysis, expanded tactical options, and various unlockables, offering a more accessible alternative to the full Football Manager experience.",https://www.igdb.com/games/football-manager-touch-2016,1448409600.0,"[{'id': 350871, 'company': {'id': 486, 'name': 'Sports Interactive'}}, {'id': 350872, 'company': {'id': 112, 'name': 'Sega'}}]"
347330,"{'id': 465511, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co9z6v.jpg'}","[{'id': 13, 'name': 'Simulator'}]",Street Vendor Simulator,"[{'id': 130, 'name': 'Nintendo Switch'}]","Buy, sell, and earn big on the city streets by selling water.",https://www.igdb.com/games/street-vendor-simulator,1749254400.0,
227130,,,Soccer Cup 2022,,,https://www.igdb.com/games/soccer-cup-2022,,
166457,"{'id': 175634, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co3riq.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}, {'id': 32, 'name': 'Indie'}, {'id': 34, 'name': 'Visual Novel'}]",Doki Doki Anomaly,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",A weird dating-sim where you can fall in love with the monsters from SCP lore. SCP-8008-1 IS A COGNITOHAZARDOUS DATING SIM. Do not run this software without Class-4 Authorization. If you do not know why you are seeing this warning alert your local authorities IMMEDIATELY.,https://www.igdb.com/games/doki-doki-anomaly,1633478400.0,"[{'id': 259409, 'company': {'id': 37102, 'name': 'Flightyfelon Games Inc.'}}]"
254277,"{'id': 432186, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co99h6.jpg'}","[{'id': 10, 'name': 'Racing'}, {'id': 13, 'name': 'Simulator'}, {'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",Impossible Stunts,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",Prepare for an adrenaline-pumping experience in this racing game of Impossible Stunts!,https://www.igdb.com/games/impossible-stunts,1688083200.0,
197506,"{'id': 328013, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co713h.jpg'}","[{'id': 5, 'name': 'Shooter'}, {'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",Deadly Rain,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Deadly Rain is a survival horror FPS game that puts you in a terrifying fight for survival against hordes of scary mutants in a rainy, abandoned village. Find and manage resources to stay alive in the worst and most unexpected situations.",https://www.igdb.com/games/deadly-rain,1696550400.0,"[{'id': 229927, 'company': {'id': 49432, 'name': 'FireRing Studio'}}]"
164895,"{'id': 173666, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co3q02.jpg'}","[{'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",Narvas,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",Take control of Mace in this local co-op side scrolling platform shooter as you travel from assignment to assignment taking on enemy bots and dangerous bosses on different planets.,https://www.igdb.com/games/narvas,1662163200.0,"[{'id': 215063, 'company': {'id': 18754, 'name': 'GrabTheGames'}}, {'id': 215064, 'company': {'id': 19920, 'name': 'Stranga Games'}}, {'id': 215065, 'company': {'id': 47299, 'name': 'Tommah'}}]"
55705,"{'id': 429726, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co97ku.jpg'}","[{'id': 5, 'name': 'Shooter'}, {'id': 14, 'name': 'Sport'}, {'id': 32, 'name': 'Indie'}]",Trianga's Project: Battle Splash 2.0,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Trianga's Project: Battle Splash 2.0 is a Friendly, Competitive, Team-based Third-Person Shooter inspired from Fast Paced Arena Shooter and modern Class Based Shooter. Using only Water as the main mechanic, Blast away your opponents in various colorful worlds that everyone can enjoy!",https://www.igdb.com/games/triangas-project-battle-splash-2-dot-0,1695686400.0,
255115,"{'id': 312226, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co6owy.jpg'}","[{'id': 31, 'name': 'Adventure'}, {'id': 34, 'name': 'Visual Novel'}]",Maid for Loving You,"[{'id': 34, 'name': 'Android'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}]",Average guy Yuuma suddenly finds his boring life becoming way more exciting when he encounters a mysterious woman named Eve. Join him as he discovers the joys of having a live-in maid in this heartwarming visual novel.,https://www.igdb.com/games/maid-for-loving-you--1,1553817600.0,"[{'id': 221330, 'company': {'id': 21479, 'name': 'AZARASHI SOFTWARE'}}, {'id': 221331, 'company': {'id': 23244, 'name': 'Love Lab'}}]"
317171,"{'id': 457723, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co9t6j.jpg'}","[{'id': 7, 'name': 'Music'}, {'id': 32, 'name': 'Indie'}, {'id': 33, 'name': 'Arcade'}]",Dance Break Dance,"[{'id': 381, 'name': 'Playdate'}]","In Dance Break Dance, it's all about quick reflexes and perfect timing. Spin the crank to make your adorable dancer bust out wild moves, but be sure to stop in time! The faster you crank, the crazier the dance, and the more points you score. Can you keep up with the rhythm and become the cutest dance master?",https://www.igdb.com/games/dance-break-dance,1717459200.0,
209699,"{'id': 243480, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co57vc.jpg'}",,Angkor: Beginnings,"[{'id': 3, 'name': 'Linux'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 14, 'name': 'Mac'}]",Angkor: Beginnings is a highly re-playable fantasy Match 3 with modern design and aesthetics. The game tells the story of a family trapped on an island with an active volcano. The game also includes mini games and puzzles for variety and extra fun!,https://www.igdb.com/games/angkor-beginnings,1658707200.0,
345882,"{'id': 466870, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coa08m.jpg'}","[{'id': 13, 'name': 'Simulator'}, {'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",Prison Escape Simulator: Dig Out,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 14, 'name': 'Mac'}]","Too long in this prison, time to get out of here. Pull the carpet and start digging with a teaspoon. Watch out for the guard, sell him the junk you find. Trade toilet paper with the prisoners. Get better items and improve your stats. Expand the tunnel, use glow sticks and dynamite. Will you escape?",https://www.igdb.com/games/prison-escape-simulator-dig-out,1753401600.0,"[{'id': 333431, 'company': {'id': 9005, 'name': 'PlayWay S.A.'}}, {'id': 333432, 'company': {'id': 6958, 'name': 'Digital Melody'}}]"
98405,"{'id': 68781, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co1h2l.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}, {'id': 15, 'name': 'Strategy'}, {'id': 16, 'name': 'Turn-based strategy (TBS)'}, {'id': 24, 'name': 'Tactical'}, {'id': 32, 'name': 'Indie'}]",Avariavs,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 14, 'name': 'Mac'}]","In Avariavs, players choose a party of 3 heroes to battle against an opponent’s party. During battle, opposing players choose their actions simultaneously and then witness the mayhem of their decisions. Combat rages on until one winner reigns victorious by decimating their opponent’s HP to zero.

Be warned however, matches that do not conclude promptly may be subject to judgement…",https://www.igdb.com/games/avariavs,1541635200.0,"[{'id': 70733, 'company': {'id': 15879, 'name': 'Juncture Media'}}]"
245758,"{'id': 359128, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co7p3s.jpg'}","[{'id': 33, 'name': 'Arcade'}]",Super Pet Hero,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Take the control of the Ninja or one of his friends and save all the cute pets from dangerous crossroads. Join our crew of rescue heroes and take the pets to safety. Gather coins from the busy crossroad and on top of running cars to unlock all the pet rescue heroes.
The Ninja and his friends have a tough mission, to rescue fuzzy and cute animals from a busy crossroad. Cats, dogs, pandas and even pigs and unicorns await you! Climb the leaderboards and achieve a high score in this action packed pet rescue adventure.",https://www.igdb.com/games/super-pet-hero,1704153600.0,
127801,"{'id': 172109, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co3ost.jpg'}","[{'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",VolticPistol,"[{'id': 3, 'name': 'Linux'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}]","Take control of the Tholos, a renounced knight on his quest to overthrow his former kingdom! Battle your way to the top of the kingdom in this action-filled medieval-cyberpunk adventure!",https://www.igdb.com/games/volticpistol,1585180800.0,"[{'id': 221865, 'company': {'id': 48446, 'name': 'Sunset Arctic Games'}}]"
230906,"{'id': 350617, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co7ijd.jpg'}","[{'id': 32, 'name': 'Indie'}]",The Escape: Together,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",The Escape: Together is a 1-3 player Online CO-OP escape horror. The paranormal creature has taken over the house. You must use everything you find to survive and make your runaway.,https://www.igdb.com/games/the-escape-together,1673568000.0,
372693,"{'id': 497277, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coanp9.jpg'}","[{'id': 10, 'name': 'Racing'}, {'id': 32, 'name': 'Indie'}]",Off Road Stars,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",Race tiny trucks around the circuit. Take control of one of up to 8 off-road racing cars and compete in a race track looking down from an isometric perspective.,https://www.igdb.com/games/off-road-stars,,
68670,"{'id': 98382, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co23wu.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}]",Anonymous ME,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Anonymous Me is a 2D action platformer set in Qin Dynasty of China. Female assassin Meng Nv calls it quits after the organization she is in falls apart. Somehow she is plunged into a huge conspiracy. Players take the role of “Mang” and travels across China in Qin Dynasty and eliminate different enemies using cool combos, ultimately unraveling the mystery of this prosperous empire.",https://www.igdb.com/games/anonymous-me,1546214400.0,
54524,"{'id': 99409, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co24pd.jpg'}","[{'id': 10, 'name': 'Racing'}, {'id': 13, 'name': 'Simulator'}, {'id': 15, 'name': 'Strategy'}]",Real Farm,"[{'id': 48, 'name': 'PlayStation 4'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 49, 'name': 'Xbox One'}]","Grow your way to success in Real Farm Sim, the most immersive agricultural sim around. Explore the 4K countryside and make it yours. Start from nothing or take on a working farm. Manage the land, crops, animals and staff, and reap the riches you sow.",https://www.igdb.com/games/real-farm,1508457600.0,"[{'id': 67099, 'company': {'id': 3049, 'name': 'Triangle Studios'}}, {'id': 67100, 'company': {'id': 6999, 'name': 'SOEDESCO Publishing'}}]"
164662,"{'id': 291541, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co68yd.jpg'}","[{'id': 15, 'name': 'Strategy'}]",Five Nights at Freddy's: Original Series,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 49, 'name': 'Xbox One'}]","Explore the history of the Freddy's world famous pizzeria in this bundle containing the original 4 titles.

As always, Fazbear Entertainment is not responsible for death or dismemberment.",https://www.igdb.com/games/five-nights-at-freddys-original-series,1603929600.0,"[{'id': 207052, 'company': {'id': 8653, 'name': 'Scottgames'}}, {'id': 273342, 'company': {'id': 4545, 'name': 'Clickteam'}}]"
81577,"{'id': 421426, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co916a.jpg'}","[{'id': 9, 'name': 'Puzzle'}, {'id': 31, 'name': 'Adventure'}]",DWK 5: Hinter dem Horizont,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","DWK 5: Hinter dem Horizont is a traditional point & click adventure game based on the movie Die wilden Kerle 5: Hinter dem Horizont. The young soccer players Leon, Vanessa, Maxi and Raban are practising in the woods - but suddenly Leon disappears. Of course his friends search for him and suddenly arrive in the land of vampires...

The player alternately takes the control of the four protagonists and solves item based puzzles. To do so he explores his surroundings, takes everything he finds, talks with people and combines items with each other. In each scene the player can instantly switch between day and night which alters the persons he meet and the items he can interact with. When stuck the player has access to a hint system.",https://www.igdb.com/games/dwk-5-hinter-dem-horizont,1225411200.0,"[{'id': 295035, 'company': {'id': 382, 'name': 'Silver Style Entertainment'}}, {'id': 295036, 'company': {'id': 593, 'name': 'The Adventure Company'}}, {'id': 295037, 'company': {'id': 45635, 'name': '1C Company'}}, {'id': 295038, 'company': {'id': 3484, 'name': 'Snowball Studios'}}]"
214388,"{'id': 418821, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co8z5x.jpg'}","[{'id': 5, 'name': 'Shooter'}]",Coastline to Atmosphere,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Coastline to Atmosphere is a big Single Player Modification for Half-Life 2. It's actually 15 Single Player maps with a story that links them together.

Leon Stephan Brinkmann took about 1 year to create this. He's done an excelent job to create this. With new models, such as a Keycard model, Tree models, a new shiny metal texture. And new sounds from the games Medal of Honor, Call of Duty, Soldier of Fortune 2, Max Payne 2, Cold Winter and a whole lot of ambient sounds.",https://www.igdb.com/games/coastline-to-atmosphere,1153612800.0,"[{'id': 184289, 'company': {'id': 42862, 'name': 'SPY Interactive'}}, {'id': 274123, 'company': {'id': 55876, 'name': 'Leon Stephan Brinkmann'}}]"
340388,"{'id': 451788, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co9olo.jpg'}","[{'id': 9, 'name': 'Puzzle'}, {'id': 32, 'name': 'Indie'}, {'id': 33, 'name': 'Arcade'}]",Skyblocker,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Skyblocker is a 3D puzzle game in which players build towers from toy blocks and try to set a global high score while battling wind and weather. It also features a ""zen"" mode with no scoring or time constraints, so the player can build, relax, and enjoy multiple different picturesque locales.",https://www.igdb.com/games/skyblocker,1744329600.0,"[{'id': 315924, 'company': {'id': 63081, 'name': 'Pitchfork Games'}}]"
